sciName,comName,speciesCode
Ploceus dichrocephalus,Juba Weaver,salwea1
Ploceus melanocephalus,Black-headed Weaver,blhwea1
Ploceus jacksoni,Golden-backed Weaver,gobwea1
Ploceus rubiginosus,Chestnut Weaver,chewea1
Ploceus rubiginosus trothae,Chestnut Weaver (Benguela),chewea2
Ploceus rubiginosus rubiginosus,Chestnut Weaver (Chestnut),chewea3
Ploceus badius,Cinnamon Weaver,cinwea1
Ploceus aureonucha,Golden-naped Weaver,gonwea1
Ploceus tricolor,Yellow-mantled Weaver,yemwea1
Ploceus albinucha,Maxwell's Black Weaver,mabwea1
Ploceus albinucha albinucha,Maxwell's Black Weaver (White-naped),mabwea2
Ploceus albinucha maxwelli/holomelas,Maxwell's Black Weaver (Maxwell's),mabwea3
Ploceus bicolor,Dark-backed Weaver,forwea1
Ploceus insignis,Brown-capped Weaver,brcwea1
Ploceus dorsomaculatus,Yellow-capped Weaver,yecwea1
Ploceus preussi,Preuss's Weaver,prewea1
Ploceus olivaceiceps,Olive-headed Weaver,olhwea1
Ploceus nicolli,Usambara Weaver,usawea1
Ploceus angolensis,Bar-winged Weaver,bawwea1
Ploceus sanctithomae,Sao Tome Weaver,satwea1
Ploceus nelicourvi,Nelicourvi Weaver,nelwea1
Ploceus sakalava,Sakalava Weaver,sakwea1
Ploceus manyar,Streaked Weaver,strwea2
Ploceus philippinus,Baya Weaver,baywea1
Ploceus hypoxanthus,Asian Golden Weaver,asgwea2
Ploceus megarhynchus,Finn's Weaver,yelwea1
Ploceus philippinus/megarhynchus,Baya/Finn's Weaver,y01163
Ploceus benghalensis,Black-breasted Weaver,benwea1
Ploceus manyar/benghalensis,Streaked/Black-breasted Weaver,y01120
Ploceus sp.,Ploceus sp.,ploceu1
Pachyphantes superciliosus,Compact Weaver,comwea1
Quelea cardinalis,Cardinal Quelea,carque1
Quelea erythrops,Red-headed Quelea,rehque1
Quelea quelea,Red-billed Quelea,rebque1
Quelea sp.,quelea sp.,quelea1
Brachycope anomala,Bob-tailed Weaver,botwea1
Foudia madagascariensis,Red Fody,redfod1
Foudia aldabrana,Aldabra Fody,rehfod3
Foudia eminentissima,Red-headed Fody,rehfod1
Foudia eminentissima consobrina,Red-headed Fody (Grande Comore),rehfod4
Foudia eminentissima [eminentissima Group],Red-headed Fody (Southern Comoros),rehfod2
Foudia omissa,Forest Fody,forfod1
Foudia madagascariensis/omissa,Red/Forest Fody,y00930
Foudia delloni,Reunion Fody,reufod1
Foudia rubra,Mauritius Fody,maufod1
Foudia sechellarum,Seychelles Fody,seyfod1
Foudia flavicans,Rodrigues Fody,rodfod1
Euplectes franciscanus,Northern Red Bishop,orabis1
Euplectes orix,Southern Red Bishop,redbis
Euplectes nigroventris,Zanzibar Red Bishop,zanbis1
Euplectes hordeaceus,Black-winged Bishop,blwbis1
Euplectes gierowii,Black Bishop,blabis1
Euplectes afer,Yellow-crowned Bishop,yecbis
Euplectes diadematus,Fire-fronted Bishop,fifbis1
Euplectes aureus,Golden-backed Bishop,gobbis1
Euplectes capensis,Yellow Bishop,yelbis1
Euplectes capensis phoenicomerus,Yellow Bishop (Montane),yelbis2
Euplectes capensis xanthomelas,Yellow Bishop (Ethiopian),yelbis3
Euplectes capensis [capensis Group],Yellow Bishop (Yellow),yelbis4
Euplectes sp. (bishop sp.),bishop sp.,bishop1
Euplectes albonotatus,White-winged Widowbird,whwwid1
Euplectes macroura,Yellow-mantled Widowbird,yeswid2
Euplectes macroura macrocercus,Yellow-mantled Widowbird (Yellow-shouldered),yemwid1
Euplectes macroura macroura/conradsi,Yellow-mantled Widowbird (Yellow-mantled),yemwid2
Euplectes laticauda,Red-cowled Widowbird,recwid2
Euplectes ardens,Red-collared Widowbird,recwid3
Euplectes laticauda/ardens,Red-cowled/Red-collared Widowbird,recwid1
Euplectes axillaris,Fan-tailed Widowbird,fatwid1
Euplectes hartlaubi,Marsh Widowbird,marwid1
Euplectes psammacromius,Buff-shouldered Widowbird,buswid1
Euplectes progne,Long-tailed Widowbird,lotwid1
Euplectes jacksoni,Jackson's Widowbird,jacwid1
Euplectes sp. (widowbird sp.),widowbird sp.,widowb1
Euplectes sp.,Euplectes sp.,euplec1
Amblyospiza albifrons,Grosbeak Weaver,growea1
Heteromunia pectoralis,Pictorella Munia,picmun1
Oreostruthus fuliginosus,Mountain Firetail,moufir1
Stagonopleura guttata,Diamond Firetail,diafir1
Stagonopleura oculata,Red-eared Firetail,reefir1
Stagonopleura bella,Beautiful Firetail,beafir1
Neochmia phaeton,Crimson Finch,crifin1
Neochmia phaeton evangelinae,Crimson Finch (White-bellied),crifin2
Neochmia phaeton phaeton,Crimson Finch (Black-bellied),crifin3
Neochmia temporalis,Red-browed Firetail,rebfir1
Emblema pictum,Painted Firetail,paifir1
Emblema ruficauda,Star Finch,stafin1
Emblema modesta,Plum-headed Finch,plhfin1
Stizoptera bichenovii,Double-barred Finch,dobfin1
Taeniopygia guttata,Zebra Finch,zebfin2
Taeniopygia guttata guttata,Zebra Finch (Lesser Sundas),zebfin1
Taeniopygia guttata castanotis,Zebra Finch (Australian),chefin1
Taeniopygia guttata (Domestic type),Zebra Finch (Domestic type),zebfin3
Stizoptera bichenovii x Taeniopygia guttata,Double-barred x Zebra Finch (hybrid),x00906
Poephila personata,Masked Finch,masfin1
Poephila personata personata,Masked Finch (Masked),masfin2
Poephila personata leucotis,Masked Finch (White-eared),masfin4
Poephila acuticauda,Long-tailed Finch,lotfin1
Poephila cincta,Black-throated Finch,bltfin1
Poephila cincta atropygialis,Black-throated Finch (Black-rumped),bktfin1
Poephila cincta cincta,Black-throated Finch (White-rumped),bktfin2
Spermestes griseicapilla,Gray-headed Silverbill,gyhsil1
Spermestes cucullata,Bronze Mannikin,broman1
Spermestes fringilloides,Magpie Mannikin,magman1
Spermestes bicolor,Black-and-white Mannikin,bawman1
Spermestes bicolor bicolor/poensis,Black-and-white Mannikin (Black-and-white),bawman2
Spermestes bicolor nigriceps/woltersi,Black-and-white Mannikin (Red-backed),bawman3
Lepidopygia nana,Madagascar Munia,madmun1
Euodice cantans,African Silverbill,afrsil1
Euodice malabarica,Indian Silverbill,indsil
Padda oryzivora,Java Sparrow,javspa
Padda fuscata,Timor Sparrow,timspa4
Mayrimunia tristissima,Streak-headed Munia,sthmun2
Mayrimunia leucosticta,White-spotted Munia,sthmun3
Mayrimunia tristissima x leucosticta,Streak-headed x White-spotted Munia (hybrid),x00473
Mayrimunia tristissima/leucosticta,Streak-headed/White-spotted Munia,sthmun1
Lonchura punctulata,Scaly-breasted Munia,nutman
Lonchura punctulata punctulata,Scaly-breasted Munia (Checkered),scbmun1
Lonchura punctulata [nisoria Group],Scaly-breasted Munia (Scaled),scbmun2
Lonchura kelaarti,Black-throated Munia,bltmun1
Lonchura molucca,Black-faced Munia,blfmun1
Lonchura striata,White-rumped Munia,whrmun
Lonchura striata (Domestic type),White-rumped Munia (Domestic type),whrmun8
Lonchura punctulata x striata,Scaly-breasted x White-rumped Munia (hybrid),x01069
Lonchura fuscans,Dusky Munia,dusmun1
Lonchura leucogastra,White-bellied Munia,whbmun1
Lonchura leucogastroides,Javan Munia,javmun1
Lonchura malacca,Tricolored Munia,trimun
Lonchura malacca (Pale-flanked),Tricolored Munia (Pale-flanked),trimun1
Lonchura malacca (Cinnamon-flanked),Tricolored Munia (Cinnamon-flanked),trimun2
Lonchura atricapilla,Chestnut Munia,chemun
Lonchura atricapilla [atricapilla Group],Chestnut Munia (Chestnut),chemun1
Lonchura atricapilla formosana,Chestnut Munia (formosana),chemun2
Lonchura malacca x atricapilla,Tricolored x Chestnut Munia (hybrid),x00932
Lonchura malacca/atricapilla,Tricolored/Chestnut Munia,y01164
Lonchura ferruginosa,White-capped Munia,whcmun1
Lonchura maja,White-headed Munia,whhmun1
Lonchura pallida,Pale-headed Munia,pahmun1
Lonchura grandis,Grand Munia,gramun1
Lonchura teerinki,Black-breasted Munia,blbmun1
Lonchura montana,Snow Mountain Munia,snmmun1
Lonchura monticola,Alpine Munia,alpmun1
Lonchura vana,Gray-banded Munia,gybmun1
Lonchura nevermanni,Gray-crowned Munia,gycmun1
Lonchura caniceps,Gray-headed Munia,gyhmun1
Lonchura spectabilis,Hooded Munia,hoomun1
Lonchura forbesi,New Ireland Munia,neimun1
Lonchura hunsteini,Mottled Munia,motmun1
Lonchura nigerrima,New Hanover Munia,nehmun1
Lonchura flaviprymna,Yellow-rumped Munia,yermun1
Lonchura quinticolor,Five-colored Munia,ficmun1
Lonchura castaneothorax,Chestnut-breasted Munia,chbmun1
Lonchura caniceps x castaneothorax,Gray-headed x Chestnut-breasted Munia (hybrid),x01075
Lonchura flaviprymna x castaneothorax,Yellow-rumped x Chestnut-breasted Munia (hybrid),x00936
Lonchura stygia,Black Munia,blamun1
Lonchura melaena,Bismarck Munia,bismun1
Lonchura sp.,Lonchura sp.,lonchu1
Chloebia gouldiae,Gouldian Finch,goufin3
Erythrura prasina,Pin-tailed Parrotfinch,pitpar1
Erythrura viridifacies,Green-faced Parrotfinch,grfpar1
Erythrura hyperythra,Tawny-breasted Parrotfinch,tabpar1
Erythrura psittacea,Red-throated Parrotfinch,retpar3
Erythrura pealii,Fiji Parrotfinch,fijpar1
Erythrura cyaneovirens,Royal Parrotfinch,roypar1
Erythrura cyaneovirens [regia Group],Royal Parrotfinch (Vanuatu),roypar5
Erythrura cyaneovirens cyaneovirens/gaughrani,Royal Parrotfinch (Samoan),rehpar1
Erythrura kleinschmidti,Pink-billed Parrotfinch,pibpar1
Erythrura tricolor,Tricolored Parrotfinch,tripar1
Erythrura coloria,Red-eared Parrotfinch,reepar2
Erythrura papuana,Papuan Parrotfinch,pappar1
Erythrura trichroa,Blue-faced Parrotfinch,blfpar3
Erythrura papuana/trichroa,Papuan/Blue-faced Parrotfinch,y01107
Erythrura [undescribed form],Mount Mutis Parrotfinch (undescribed form),timpar1
Erythrura sp.,parrotfinch sp.,parrot2
Nesocharis shelleyi,Shelley's Oliveback,fepoli1
Nesocharis ansorgei,White-collared Oliveback,whcoli1
Coccopygia quartinia,Yellow-bellied Waxbill,yebwax2
Coccopygia bocagei,Angola Waxbill,swewax1
Coccopygia melanotis,Swee Waxbill,swewax3
Mandingoa nitidula,Green-backed Twinspot,grbtwi1
Mandingoa nitidula schlegeli/virginiae,Green-backed Twinspot (Orange-breasted),gnbtwi1
Mandingoa nitidula nitidula/chubbi,Green-backed Twinspot (Green-breasted),gnbtwi2
Cryptospiza shelleyi,Shelley's Crimsonwing,shcwin1
Cryptospiza jacksoni,Dusky Crimsonwing,ducwin1
Cryptospiza salvadorii,Abyssinian Crimsonwing,abcwin1
Cryptospiza reichenovii,Red-faced Crimsonwing,rfcwin1
Cryptospiza reichenovii reichenovii,Red-faced Crimsonwing (Western),refcrw1
Cryptospiza reichenovii australis/ocularis,Red-faced Crimsonwing (Eastern),refcrw2
Parmoptila rubrifrons,Red-fronted Antpecker,refant1
Parmoptila woodhousei,Woodhouse's Antpecker,wooant1
Parmoptila jamesoni,Jameson's Antpecker,jamant1
Nigrita fusconotus,White-breasted Nigrita,whbneg2
Nigrita bicolor,Chestnut-breasted Nigrita,chbneg1
Nigrita canicapillus,Gray-headed Nigrita,gyhneg1
Nigrita luteifrons,Pale-fronted Nigrita,pafneg1
Nigrita sp.,nigrita sp.,nigrit1
Delacourella capistrata,Gray-headed Oliveback,gyholi1
Brunhilda erythronotos,Black-faced Waxbill,blcwax1
Brunhilda charmosyna,Black-cheeked Waxbill,rerwax1
Glaucestrilda caerulescens,Lavender Waxbill,lavwax
Glaucestrilda perreini,Black-tailed Waxbill,bltwax1
Glaucestrilda thomensis,Cinderella Waxbill,cinwax1
Estrilda nonnula,Black-crowned Waxbill,blcwax2
Estrilda atricapilla,Black-headed Waxbill,blhwax1
Estrilda kandti,Kandt's Waxbill,kanwax1
Estrilda melpoda,Orange-cheeked Waxbill,orcwax
Estrilda poliopareia,Anambra Waxbill,anawax1
Estrilda paludicola,Fawn-breasted Waxbill,fabwax1
Estrilda paludicola ochrogaster,Fawn-breasted Waxbill (Abyssinian),fabwax3
Estrilda paludicola [paludicola Group],Fawn-breasted Waxbill (Fawn-breasted),fabwax2
Estrilda paludicola benguellensis,Fawn-breasted Waxbill (benguellensis),fabwax8
Estrilda astrild,Common Waxbill,comwax
Estrilda nigriloris,Black-lored Waxbill,blfwax1
Estrilda troglodytes,Black-rumped Waxbill,bkrwax
Estrilda rhodopyga,Crimson-rumped Waxbill,crrwax1
Estrilda rufibarba,Arabian Waxbill,arawax1
Estrilda sp.,waxbill sp.,waxbil1
Ortygospiza atricollis,Quailfinch,quailf1
Ortygospiza atricollis [atricollis Group],Quailfinch (Black-faced),bkfqua1
Ortygospiza atricollis [fuscocrissa Group],Quailfinch (Spectacled),afrqua2
Ortygospiza atricollis [gabonensis Group],Quailfinch (Black-chinned),rebqua1
Paludipasser locustella,Locustfinch,locust3
Amadina fasciata,Cut-throat,cutthr1
Amadina erythrocephala,Red-headed Finch,rehfin1
Amandava formosa,Green Avadavat,grnava1
Amandava subflava,Zebra Waxbill,zebwax2
Amandava amandava,Red Avadavat,redava
Amandava amandava amandava/punicea,Red Avadavat (Red-bellied),redava1
Amandava amandava flavidiventris,Red Avadavat (Yellow-bellied),redava2
Granatina ianthinogaster,Purple Grenadier,purgre2
Granatina granatina,Violet-eared Waxbill,viewax1
Uraeginthus angolensis,Southern Cordonbleu,bubcor1
Uraeginthus bengalus,Red-cheeked Cordonbleu,reccor
Uraeginthus cyanocephalus,Blue-capped Cordonbleu,blccor1
Uraeginthus sp.,cordonbleu sp.,cordon1
Spermophaga poliogenys,Grant's Bluebill,grablu1
Spermophaga haematina,Western Bluebill,wesblu1
Spermophaga haematina haematina/togoensis,Western Bluebill (Western),wesblu2
Spermophaga haematina pustulata,Western Bluebill (Red-rumped),wesblu3
Spermophaga ruficapilla,Red-headed Bluebill,rehblu1
Pyrenestes minor,Lesser Seedcracker,lessee1
Pyrenestes sanguineus,Crimson Seedcracker,crisee1
Pyrenestes ostrinus,Black-bellied Seedcracker,blbsee1
Pyrenestes sanguineus/ostrinus,Crimson/Black-bellied Seedcracker,y01180
Pytilia melba,Green-winged Pytilia,grwpyt1
Pytilia afra,Orange-winged Pytilia,orwpyt1
Pytilia phoenicoptera,Red-winged Pytilia,rewpyt1
Pytilia lineata,Red-billed Pytilia,rebpyt1
Pytilia hypogrammica,Red-faced Pytilia,refpyt1
Pytilia sp.,pytilia sp.,pytili1
Euschistospiza dybowskii,Dybowski's Twinspot,dybtwi1
Euschistospiza cinereovinacea,Dusky Twinspot,dustwi1
Euschistospiza cinereovinacea cinereovinacea,Dusky Twinspot (Angola),dustwi2
Euschistospiza cinereovinacea graueri,Dusky Twinspot (Grauer's),dustwi3
Hypargos niveoguttatus,Red-throated Twinspot,pettwi1
Hypargos margaritatus,Pink-throated Twinspot,pittwi1
Clytospiza monteiri,Brown Twinspot,brotwi1
Lagonosticta senegala,Red-billed Firefinch,rebfir2
Lagonosticta rubricata,African Firefinch,afffin
Lagonosticta rhodopareia,Jameson's Firefinch,jamfir1
Lagonosticta virata,Mali Firefinch,malfir1
Lagonosticta sanguinodorsalis,Rock Firefinch,rocfir1
Lagonosticta umbrinodorsalis,Chad Firefinch,reifir1
Lagonosticta rara,Black-bellied Firefinch,blbfir1
Lagonosticta rufopicta,Bar-breasted Firefinch,babfir1
Lagonosticta nitidula,Brown Firefinch,brnfir1
Lagonosticta larvata,Black-faced Firefinch,bkffir1
Lagonosticta larvata vinacea,Black-faced Firefinch (Vinaceous),bkffir2
Lagonosticta larvata nigricollis,Black-faced Firefinch (Gray),bkffir3
Lagonosticta larvata larvata,Black-faced Firefinch (Reddish),bkffir4
Lagonosticta sp.,firefinch sp.,firefi1
Estrildidae sp.,estrildid finch sp.,estfin1
Vidua macroura,Pin-tailed Whydah,pitwhy
Vidua orientalis,Sahel Paradise-Whydah,nopwhy1
Vidua interjecta,Exclamatory Paradise-Whydah,ltpwhy1
Vidua togoensis,Togo Paradise-Whydah,topwhy1
Vidua obtusa,Broad-tailed Paradise-Whydah,btpwhy1
Vidua paradisaea,Eastern Paradise-Whydah,eapwhy1
Vidua hypocherina,Steel-blue Whydah,stbwhy1
Vidua fischeri,Straw-tailed Whydah,sttwhy1
Vidua regia,Shaft-tailed Whydah,shtwhy1
Vidua chalybeata,Village Indigobird,vilind
Vidua wilsoni,Wilson's Indigobird,pawind1
Vidua nigeriae,Quailfinch Indigobird,quaind1
Vidua maryae,Jos Plateau Indigobird,jopind1
Vidua raricola,Jambandu Indigobird,jamind1
Vidua larvaticola,Barka Indigobird,bakind1
Vidua camerunensis,Cameroon Indigobird,camind1
Vidua funerea,Dusky Indigobird,varind1
Vidua purpurascens,Purple Indigobird,purind1
Vidua codringtoni,Green Indigobird,greind1
Vidua sp. (paradise-whydah sp.),paradise-whydah sp.,paradi4
Vidua sp. (whydah sp.),whydah sp.,whydah1
Vidua sp. (indigobird sp.),indigobird sp.,indigo1
Vidua sp.,Vidua sp.,vidua1
Anomalospiza imberbis,Parasitic Weaver,parwea1
Prunella collaris,Alpine Accentor,alpacc1
Prunella himalayana,Altai Accentor,himacc1
Prunella rubeculoides,Robin Accentor,robacc1
Prunella strophiata,Rufous-breasted Accentor,rubacc1
Prunella montanella,Siberian Accentor,sibacc
Prunella ocularis,Radde's Accentor,radacc2
Prunella ocularis ocularis,Radde's Accentor (Radde's),radacc1
Prunella ocularis fagani,Radde's Accentor (Yemen),yemacc1
Prunella fulvescens,Brown Accentor,broacc1
Prunella atrogularis,Black-throated Accentor,bltacc1
Prunella koslowi,Mongolian Accentor,monacc1
Prunella modularis,Dunnock,dunnoc1
Prunella rubida,Japanese Accentor,japacc1
Prunella immaculata,Maroon-backed Accentor,mabacc1
Prunella sp.,accentor sp.,accent1
Hypocryptadius cinnamomeus,Cinnamon Ibon,cinwhe1
Passer ammodendri,Saxaul Sparrow,saxspa1
Passer domesticus,House Sparrow,houspa
Passer domesticus [domesticus Group],House Sparrow (Gray-cheeked),houspa13
Passer domesticus [indicus Group],House Sparrow (Indian),houspa14
Passer italiae,Italian Sparrow,itaspa1
Passer domesticus x italiae,House x Italian Sparrow (hybrid),x00873
Passer domesticus/italiae,House/Italian Sparrow,y00692
Passer hispaniolensis,Spanish Sparrow,spaspa1
Passer domesticus x hispaniolensis,House x Spanish Sparrow (hybrid),x00645
Passer italiae x hispaniolensis,Italian x Spanish Sparrow (hybrid),x00974
Passer domesticus/hispaniolensis,House/Spanish Sparrow,y00829
Passer italiae/hispaniolensis,Italian/Spanish Sparrow,y01017
Passer pyrrhonotus,Sind Sparrow,sinspa1
Passer castanopterus,Somali Sparrow,somspa1
Passer domesticus x castanopterus,House x Somali Sparrow (hybrid),x00917
Passer cinnamomeus,Russet Sparrow,russpa2
Passer flaveolus,Plain-backed Sparrow,plbspa1
Passer moabiticus,Dead Sea Sparrow,desspa1
Passer moabiticus moabiticus,Dead Sea Sparrow (Dead Sea),desspa5
Passer moabiticus yatii,Dead Sea Sparrow (Sistan Scrub),desspa6
Passer iagoensis,Cape Verde Sparrow,cavspa1
Passer hemileucus,Abd al Kuri Sparrow,aakspa1
Passer insularis,Socotra Sparrow,socspa1
Passer motitensis,Great Rufous Sparrow,grrspa1
Passer rufocinctus,Kenya Rufous Sparrow,kerspa2
Passer shelleyi,Shelley's Rufous Sparrow,shrspa1
Passer cordofanicus,Kordofan Rufous Sparrow,korspa1
Passer melanurus,Cape Sparrow,capspa1
Passer griseus,Northern Gray-headed Sparrow,gyhspa1
Passer swainsonii,Swainson's Sparrow,swaspa2
Passer gongonensis,Parrot-billed Sparrow,pabspa1
Passer suahelicus,Swahili Sparrow,swaspa1
Passer diffusus,Southern Gray-headed Sparrow,sghspa2
Passer simplex,Desert Sparrow,desspa3
Passer zarudnyi,Zarudny's Sparrow,desspa4
Passer montanus,Eurasian Tree Sparrow,eutspa
Passer domesticus x montanus,House x Eurasian Tree Sparrow (hybrid),x00754
Passer hispaniolensis x montanus,Spanish x Eurasian Tree Sparrow (hybrid),x00874
Passer domesticus/montanus,House/Eurasian Tree Sparrow,y00764
Passer luteus,Sudan Golden Sparrow,sugspa1
Passer euchlorus,Arabian Golden Sparrow,argspa2
Passer eminibey,Chestnut Sparrow,chespa1
Passer sp.,Passer sp.,passer2
Gymnoris pyrgita,Yellow-spotted Bush Sparrow,yespet1
Gymnoris xanthocollis,Yellow-throated Sparrow,chspet1
Gymnoris superciliaris,Yellow-throated Bush Sparrow,yetpet1
Gymnoris dentata,Sahel Bush Sparrow,buspet1
Petronia petronia,Rock Sparrow,rocpet1
Carpospiza brachydactyla,Pale Rockfinch,palroc1
Montifringilla nivalis,White-winged Snowfinch,whwsno1
Montifringilla henrici,Tibetan Snowfinch,tibsno2
Montifringilla adamsi,Black-winged Snowfinch,blwsno1
Onychostruthus taczanowskii,White-rumped Snowfinch,whrsno1
Pyrgilauda davidiana,Pere David's Snowfinch,pedsno1
Pyrgilauda ruficollis,Rufous-necked Snowfinch,runsno1
Pyrgilauda blanfordi,Blanford's Snowfinch,blasno1
Pyrgilauda theresae,Afghan Snowfinch,afgsno1
Dendronanthus indicus,Forest Wagtail,forwag1
Motacilla capensis,Cape Wagtail,capwag1
Motacilla clara,Mountain Wagtail,mouwag1
Motacilla bocagii,Sao Tome Short-tail,boclon2
Motacilla flaviventris,Madagascar Wagtail,madwag1
Motacilla cinerea,Gray Wagtail,grywag
Motacilla flava,Western Yellow Wagtail,eaywag1
Motacilla flava flavissima,Western Yellow Wagtail (flavissima),weywag14
Motacilla flava lutea,Western Yellow Wagtail (lutea),weywag15
Motacilla flava flavissima/lutea,Western Yellow Wagtail (flavissima/lutea),weywag13
Motacilla flava thunbergi,Western Yellow Wagtail (thunbergi),weywag2
Motacilla flava flava,Western Yellow Wagtail (flava),weywag16
Motacilla flava flavissima x flava,Western Yellow Wagtail (Channel Wagtail intergrade),weywag21
Motacilla flava beema,Western Yellow Wagtail (beema),weywag17
Motacilla flava flava/beema,Western Yellow Wagtail (flava/beema),weywag3
Motacilla flava iberiae,Western Yellow Wagtail (iberiae),weywag18
Motacilla flava cinereocapilla,Western Yellow Wagtail (cinereocapilla),weywag19
Motacilla flava [cinereocapilla Group],Western Yellow Wagtail (iberiae/cinereocapilla/pygmaea),weywag4
Motacilla flava pygmaea,Western Yellow Wagtail (pygmaea),weywag20
Motacilla flava feldegg,Western Yellow Wagtail (feldegg),weywag6
Motacilla flava leucocephala,Western Yellow Wagtail (leucocephala),weywag7
Motacilla flava (superciliaris intergrade),Western Yellow Wagtail (superciliaris-type intergrade),weywag11
Motacilla flava (dombrowskii intergrade),Western Yellow Wagtail (dombrowskii-type intergrade),weywag10
Motacilla flava (xanthophrys intergrade),Western Yellow Wagtail (xanthophrys-type intergrade),weywag12
Motacilla tschutschensis,Eastern Yellow Wagtail,eaywag
Motacilla tschutschensis tschutschensis/plexa,Eastern Yellow Wagtail (Eastern),eaywag2
Motacilla tschutschensis taivana,Eastern Yellow Wagtail (Green-headed),weywag8
Motacilla tschutschensis macronyx,Eastern Yellow Wagtail (Manchurian),weywag9
